"id","submitter","submission_url","format","attachment_urls","page_start","page_end"
"705839","Joyce, Sen Barnaby","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa313cbaa-0111-489d-96e4-ef24e85fa333%2F0232%22;src1=sm1","txt","","",""
"705846","Birmingham, Sen Simon","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa313cbaa-0111-489d-96e4-ef24e85fa333%2F0240%22;src1=sm1","txt","","",""
"705850","Collins, Sen Jacinta","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa313cbaa-0111-489d-96e4-ef24e85fa333%2F0235%22;src1=sm1","txt","","",""
"705851","Xenophon, Sen Nick","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa313cbaa-0111-489d-96e4-ef24e85fa333%2F0234%22;src1=sm1","txt","","",""
"711267","Wong, Sen Penny","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fc8ba53c5-ebc4-47a7-938d-14571d80a1cb%2F0192%22;src1=sm1","txt","","",""
"758556","Colbeck, Sen Richard","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F1406596a-5474-4b52-81af-c48469a70aff%2F0254%22;src1=sm1","txt","","",""
"777533","Coulton, Mark, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F3aa7b06b-a011-4392-8a1a-80ecb19d5f1a%2F0254%22;src1=sm1","txt","","",""
"777535","Broad, Andrew, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F3aa7b06b-a011-4392-8a1a-80ecb19d5f1a%2F0250%22;src1=sm1","txt","","",""
"777555","Stone, Dr Sharman, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F3aa7b06b-a011-4392-8a1a-80ecb19d5f1a%2F0252%22;src1=sm1","txt","","",""
"777572","Scott, Bruce, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F3aa7b06b-a011-4392-8a1a-80ecb19d5f1a%2F0253%22;src1=sm1","txt","","",""
"777585","McCormack, Michael, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F3aa7b06b-a011-4392-8a1a-80ecb19d5f1a%2F0251%22;src1=sm1","txt","","",""
"783951","Day, Sen Bob","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F4eed2018-4d3f-44d9-9722-b4eb019d1634%2F0125%22;src1=sm1","txt","","",""
"783957","Moore, Sen Claire","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F4eed2018-4d3f-44d9-9722-b4eb019d1634%2F0126%22;src1=sm1","txt","","",""
"786563","Lines, Sen Susan (The ACTING DEPUTY PRESIDENT)","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F48015b9d-e70e-42c7-892d-e6ade12a500c%2F0116%22;src1=sm1","txt","","",""
"786575","Fifield, Sen Mitch","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F48015b9d-e70e-42c7-892d-e6ade12a500c%2F0117%22;src1=sm1","txt","","",""
"786595","PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fdefcc134-abc4-457f-be4d-5b29039d05d6%2F0006%22;src1=sm1","txt","","",""
"786945","Sterle, Sen Glenn (The ACTING DEPUTY PRESIDENT)","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ff1265e70-9604-44a1-b4f1-791cd1c9adcc%2F0179%22;src1=sm1","txt","","",""
"786948","Colbeck, Sen Richard","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ff1265e70-9604-44a1-b4f1-791cd1c9adcc%2F0180%22;src1=sm1","txt","","",""
"797135","Ley, Sussan, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F9739759a-c55b-417a-aa76-1072aaf7e717%2F0309%22;src1=sm1","txt","","",""
"797671","Leyonhjelm, Sen David","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F812a4ed6-40e8-4fa9-be41-ad15fcb8e050%2F0064%22;src1=sm1","txt","","",""
"800537","DEPUTY PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F63c5a341-7e3b-44d6-a47f-f31da7eb5049%2F0108%22;src1=sm1","txt","","",""
"800542","Colbeck, Sen Richard","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F63c5a341-7e3b-44d6-a47f-f31da7eb5049%2F0109%22;src1=sm1","txt","","",""
"802945","Ryan, Sen Scott","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ff52e9ea0-d4a0-4e0b-9f70-3b0f796f36f3%2F0084%22;src1=sm1","txt","","",""
"802947","DEPUTY PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ff52e9ea0-d4a0-4e0b-9f70-3b0f796f36f3%2F0083%22;src1=sm1","txt","","",""
"804644","Leyonhjelm, Sen David","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F6b734b2a-e113-486c-bacc-822e11cbf7e6%2F0109%22;src1=sm1","txt","","",""
"805787","Stone, Dr Sharman, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fa8ddabc5-4310-4bda-a2fd-c9e6a54e12dc%2F0350%22;src1=sm1","txt","","",""
"812389","Madigan, Sen John","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F548f7e7e-68e6-4e9c-8f40-5e4a56df0b06%2F0244%22;src1=sm1","txt","","",""
"823608","McAllister, Sen Jenny","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F3d13ddcd-118f-4eb6-b63e-436c903f40e6%2F0089%22;src1=sm1","txt","","",""
"824474","Polley, Sen Helen","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fccc85e46-fd2a-4526-8052-80117cf6f97f%2F0040%22;src1=sm1","txt","","",""
"824483","Farrell, Sen Don","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fccc85e46-fd2a-4526-8052-80117cf6f97f%2F0036%22;src1=sm1","txt","","",""
"824487","Ruston, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fccc85e46-fd2a-4526-8052-80117cf6f97f%2F0039%22;src1=sm1","txt","","",""
"824488","Chisholm, Sen Anthony","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fccc85e46-fd2a-4526-8052-80117cf6f97f%2F0038%22;src1=sm1","txt","","",""
"824489","Back, Sen Chris","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fccc85e46-fd2a-4526-8052-80117cf6f97f%2F0037%22;src1=sm1","txt","","",""
"824925","Carr, Sen Kim","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ffc07204b-9ca5-4916-a89c-0fffafdf3899%2F0125%22;src1=sm1","txt","","",""
"824930","Farrell, Sen Don","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ffc07204b-9ca5-4916-a89c-0fffafdf3899%2F0123%22;src1=sm1","txt","","",""
"824937","Macdonald, Sen Ian","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ffc07204b-9ca5-4916-a89c-0fffafdf3899%2F0126%22;src1=sm1","txt","","",""
"824939","Dastyari, Sen Sam","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ffc07204b-9ca5-4916-a89c-0fffafdf3899%2F0127%22;src1=sm1","txt","","",""
"824940","Smith, Sen Dean","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Ffc07204b-9ca5-4916-a89c-0fffafdf3899%2F0124%22;src1=sm1","txt","","",""
"827603","Ley, Sussan, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fe5ff85d2-b96e-4e0e-8227-2131e40beaf7%2F0214%22;src1=sm1","txt","","",""
"828589","Drum, Damian, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F345ee0b5-7f9d-47ea-a37c-53d1b10edff0%2F0103%22;src1=sm1","txt","","",""
"831568","Leyonhjelm, Sen David","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F276adda7-0801-4128-8471-554c56960766%2F0129%22;src1=sm1","txt","","",""
"834445","Ley, Sussan, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F7cca2e10-1f9f-4c32-8a4a-59267d7d13e5%2F0330%22;src1=sm1","txt","","",""
"843787","Rishworth, Amanda, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0095%22;src1=sm1","txt","","",""
"843794","Drum, Damian, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0096%22;src1=sm1","txt","","",""
"843798","Broad, Andrew, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0098%22;src1=sm1","txt","","",""
"843802","Georganas, Steve, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0099%22;src1=sm1","txt","","",""
"843807","Coulton, Mark, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0100%22;src1=sm1","txt","","",""
"843815","Champion, Nick, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0097%22;src1=sm1","txt","","",""
"844072","Jones, Stephen, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fc81b363c-b13c-4875-9e05-d8d7236d649b%2F0370%22;src1=sm1","txt","","",""
"870801","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fabf852cc-d9dd-4a08-ac4c-dcca7ac8c383%2F0074%22;src1=sm1","txt","","",""
"870805","O'Sullivan, Sen Barry","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fabf852cc-d9dd-4a08-ac4c-dcca7ac8c383%2F0079%22;src1=sm1","txt","","",""
"870806","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fabf852cc-d9dd-4a08-ac4c-dcca7ac8c383%2F0078%22;src1=sm1","txt","","",""
"870817","McGrath, Sen James","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fabf852cc-d9dd-4a08-ac4c-dcca7ac8c383%2F0076%22;src1=sm1","txt","","",""
"870821","Chisholm, Sen Anthony","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fabf852cc-d9dd-4a08-ac4c-dcca7ac8c383%2F0077%22;src1=sm1","txt","","",""
"870828","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fabf852cc-d9dd-4a08-ac4c-dcca7ac8c383%2F0075%22;src1=sm1","txt","","",""
"872327","Bernardi, Sen Cory","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0253%22;src1=sm1","txt","","",""
"872342","McAllister, Sen Jenny","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0258%22;src1=sm1","txt","","",""
"872343","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0254%22;src1=sm1","txt","","",""
"872349","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0251%22;src1=sm1","txt","","",""
"872353","Birmingham, Sen Simon","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0257%22;src1=sm1","txt","","",""
"872356","Wong, Sen Penny","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0252%22;src1=sm1","txt","","",""
"872364","Leyonhjelm, Sen David","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0255%22;src1=sm1","txt","","",""
"872370","Ruston, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5bb8ba07-678d-41a7-a360-7109e871eeed%2F0256%22;src1=sm1","txt","","",""
"878904","Colbeck, Sen Richard","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fbd3261c6-b6cf-49db-93a8-01f499b445fe%2F0117%22;src1=sm1","txt","","",""
"878910","Ketter, Sen Christopher","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fbd3261c6-b6cf-49db-93a8-01f499b445fe%2F0116%22;src1=sm1","txt","","",""
"879839","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb85e71d5-2553-4839-9ed8-7d251c360afa%2F0276%22;src1=sm1","txt","","",""
"879843","Ruston, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb85e71d5-2553-4839-9ed8-7d251c360afa%2F0281%22;src1=sm1","txt","","",""
"879844","Gallacher, Sen Alex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb85e71d5-2553-4839-9ed8-7d251c360afa%2F0278%22;src1=sm1","txt","","",""
"879848","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb85e71d5-2553-4839-9ed8-7d251c360afa%2F0279%22;src1=sm1","txt","","",""
"879849","Rice, Sen Janet","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb85e71d5-2553-4839-9ed8-7d251c360afa%2F0280%22;src1=sm1","txt","","",""
"879879","Leyonhjelm, Sen David","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb85e71d5-2553-4839-9ed8-7d251c360afa%2F0277%22;src1=sm1","txt","","",""
"885567","Ley, Sussan, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F67aa916e-a0c1-4a4b-a23b-98660dd7d5e3%2F0217%22;src1=sm1","txt","","",""
"885585","Drum, Damian, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F67aa916e-a0c1-4a4b-a23b-98660dd7d5e3%2F0237%22;src1=sm1","txt","","",""
"889865","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F1703c122-ac05-4aec-8eb4-12be103b0120%2F0167%22;src1=sm1","txt","","",""
"892094","Drum, Damian, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fb7006a0f-5d40-4ee6-aef4-10185925b144%2F0063%22;src1=sm1","txt","","",""
"896084","Zappia, Tony, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fb0437b01-060b-4060-bfa3-1bd778011a5e%2F0158%22;src1=sm1","txt","","",""
"896842","Drum, Damian, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F6be1e50a-06c5-4722-8ba8-9036615ea93c%2F0123%22;src1=sm1","txt","","",""
"907275","Ruston, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fff07e01d-cd6d-4be6-bff6-f867d1054a78%2F0229%22;src1=sm1","txt","","",""
"907279","Chisholm, Sen Anthony","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fff07e01d-cd6d-4be6-bff6-f867d1054a78%2F0230%22;src1=sm1","txt","","",""
"907322","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fff07e01d-cd6d-4be6-bff6-f867d1054a78%2F0228%22;src1=sm1","txt","","",""
"923614","Pasin, Tony, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F07129367-a45a-448c-b34c-f10d11b0374a%2F0243%22;src1=sm1","txt","","",""
"927475","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa3230d0c-a279-47b7-a328-2dd45eca5010%2F0161%22;src1=sm1","txt","","",""
"927476","Ruston, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa3230d0c-a279-47b7-a328-2dd45eca5010%2F0165%22;src1=sm1","txt","","",""
"927478","Roberts, Sen Malcolm","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa3230d0c-a279-47b7-a328-2dd45eca5010%2F0163%22;src1=sm1","txt","","",""
"927481","PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa3230d0c-a279-47b7-a328-2dd45eca5010%2F0167%22;src1=sm1","txt","","",""
"927487","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa3230d0c-a279-47b7-a328-2dd45eca5010%2F0164%22;src1=sm1","txt","","",""
"927495","Duniam, Sen Jonathon","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fa3230d0c-a279-47b7-a328-2dd45eca5010%2F0162%22;src1=sm1","txt","","",""
"928658","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F395f68fa-06e3-4162-a1b9-1ef89b58cd19%2F0081%22;src1=sm1","txt","","",""
"929561","Faruqi, Sen Mehreen (The ACTING DEPUTY PRESIDENT)","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F91962b64-398e-400e-ae19-98cf415623ec%2F0337%22;src1=sm1","txt","","",""
"929566","Ruston, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F91962b64-398e-400e-ae19-98cf415623ec%2F0338%22;src1=sm1","txt","","",""
"934390","PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F7123b722-738a-4e51-9256-2815f1b3d2bd%2F0006%22;src1=sm1","txt","","",""
"947770","Brockman, Sen Slade","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F816c162b-8e99-4a3f-bc36-6d2eabeb102d%2F0128%22;src1=sm1","txt","","",""
"957240","Urquhart, Sen Anne","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0115%22;src1=sm1","txt","","",""
"957243","McKenzie, Sen Bridget","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0116%22;src1=sm1","txt","","",""
"957244","Gallagher, Sen Katy","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0117%22;src1=sm1","txt","","",""
"957245","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0121%22;src1=sm1","txt","","",""
"957246","Roberts, Sen Malcolm","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0122%22;src1=sm1","txt","","",""
"957247","Duniam, Sen Jonathon","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0118%22;src1=sm1","txt","","",""
"957252","Hanson-Young, Sen Sarah","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0119%22;src1=sm1","txt","","",""
"957253","Roberts, Sen Malcolm","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe1262e2b-99c1-4c75-af0f-1d08750020d5%2F0120%22;src1=sm1","txt","","",""
"958062","PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fd334e937-2d40-4347-901e-4275822f0cfc%2F0006%22;src1=sm1","txt","","",""
"958814","O'Neill, Sen Deb","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fd334e937-2d40-4347-901e-4275822f0cfc%2F0286%22;src1=sm1","txt","","",""
"958815","Duniam, Sen Jonathon","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fd334e937-2d40-4347-901e-4275822f0cfc%2F0287%22;src1=sm1","txt","","",""
"968743","PRESIDENT, The","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb59cf920-6a9c-46a7-ae95-f511dc4bf126%2F0006%22;src1=sm1","txt","","",""
"1508620","Brockman, Sen Slade","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F5f464745-1a76-4374-a1f7-ce134238a0c6%2F0135%22;src1=sm1","txt","","",""
"1511155","Duniam, Sen Jonathon","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb42f9285-8f59-45fb-899e-cd7d4c326277%2F0140%22;src1=sm1","txt","","",""
"1511189","Patrick, Sen Rex","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb42f9285-8f59-45fb-899e-cd7d4c326277%2F0139%22;src1=sm1","txt","","",""
"1512263","McKenzie, Sen Bridget","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fe33ce5a8-c004-49ca-83f9-8786f3f1aa3d%2F0163%22;src1=sm1","txt","","",""
"1515804","Stevens, James, MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Ff1b94e80-f23c-442f-a153-52be123d5c5b%2F0210%22;src1=sm1","txt","","",""
"1517544","Brockman, Sen Slade","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2Fb5f567a4-f8df-41a8-9f74-ab500dd41a7b%2F0055%22;src1=sm1","txt","","",""
"1612673","Roberts, Sen Malcolm","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F25939%2F0204%22;src1=sm1","txt","","",""
"1612696","Waters, Sen Larissa","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F25939%2F0205%22;src1=sm1","txt","","",""
"1612721","Davey, Sen Perin","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F25939%2F0203%22;src1=sm1","txt","","",""
"1642224","Grogan, Sen Karen","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansards%2F26117%2F0108%22;src1=sm1","txt","","",""
"1686198","Ley, Sussan Penelope MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F27166%2F0181%22;src1=sm1","txt","","",""
"1686825","Littleproud, David MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F27167%2F0141%22;src1=sm1","txt","","",""
"1686826","Rishworth, Amanda Louise MP","https://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2F27167%2F0144%22;src1=sm1","txt","","",""
